session_result_key,driver_id,team_id,grand_prix_id,result_outcome_key,result_weather_context_key,result_data_quality_key,session_type,position,grid_position,q1_ms,q2_ms,q3_ms,gap_to_leader_ms,points,laps
1247,norris,mclaren,32,11,17,1,Q,6,,101515,101821,102084,,,
1248,alonso,alpine,32,11,17,1,Q,7,,101598,102209,102116,,,
1249,russell,mercedes,32,11,17,1,Q,8,,100028,101725,102161,,,
1250,zhou,alfa,32,11,17,1,Q,9,,100791,102640,102719,,,
1251,latifi,williams,32,11,17,1,Q,10,,101998,103273,123095,,,
1252,gasly,alphatauri,32,11,17,1,Q,11,,101680,103702,,,,
1253,bottas,alfa,32,11,17,1,Q,12,,101396,104232,,,,
1254,tsunoda,alphatauri,32,11,17,1,Q,13,,101893,104311,,,,
1255,ricciardo,mclaren,32,11,17,1,Q,14,,101933,104355,,,,
1256,ocon,alpine,32,11,17,1,Q,15,,101730,105190,,,,
1257,albon,williams,32,11,17,1,Q,16,,102078,,,,,
1258,kevin_magnussen,haas,32,11,17,1,Q,17,,102159,,,,,
1259,vettel,aston_martin,32,11,17,1,Q,18,,102666,,,,,
1260,mick_schumacher,haas,32,11,17,1,Q,19,,102708,,,,,
1261,stroll,aston_martin,32,11,17,1,Q,20,,103430,,,,,
1262,sainz,ferrari,32,6,18,1,R,1,1,,,,0,25.0,52
1263,perez,red_bull,32,6,18,1,R,2,4,,,,3779,18.0,52
1264,hamilton,mercedes,32,6,18,1,R,3,5,,,,6225,16.0,52
1265,leclerc,ferrari,32,6,18,1,R,4,3,,,,8546,12.0,52
1266,alonso,alpine,32,6,18,1,R,5,7,,,,9571,10.0,52
1267,norris,mclaren,32,6,18,1,R,6,6,,,,11943,8.0,52
1268,max_verstappen,red_bull,32,6,18,1,R,7,2,,,,18777,6.0,52
1269,mick_schumacher,haas,32,6,18,1,R,8,19,,,,18995,4.0,52
1270,vettel,aston_martin,32,6,18,1,R,9,18,,,,22356,2.0,52
1271,kevin_magnussen,haas,32,6,18,1,R,10,17,,,,24590,1.0,52
1272,stroll,aston_martin,32,6,18,1,R,11,20,,,,26147,0.0,52
1273,latifi,williams,32,6,18,1,R,12,10,,,,32511,0.0,52
1274,ricciardo,mclaren,32,6,18,1,R,13,14,,,,32817,0.0,52
1275,tsunoda,alphatauri,32,6,18,1,R,14,13,,,,40910,0.0,52
1276,ocon,alpine,32,9,18,2,R,15,15,,,,,0.0,37
1277,gasly,alphatauri,32,4,18,2,R,16,11,,,,,0.0,26
1278,bottas,alfa,32,9,18,2,R,17,12,,,,,0.0,20
1279,russell,mercedes,32,4,18,2,R,18,8,,,,,0.0,0
1280,zhou,alfa,32,4,18,2,R,19,9,,,,,0.0,0
1281,albon,williams,32,4,18,2,R,20,16,,,,,0.0,0
1282,max_verstappen,red_bull,33,11,8,1,Q,1,,65852,65374,64984,,,
1283,leclerc,ferrari,33,11,8,1,Q,2,,65419,65287,65013,,,
1284,sainz,ferrari,33,11,8,1,Q,3,,65660,65576,65066,,,
1285,russell,mercedes,33,11,8,1,Q,4,,66235,65697,65431,,,
1286,ocon,alpine,33,11,8,1,Q,5,,66468,65993,65726,,,
1287,kevin_magnussen,haas,33,11,8,1,Q,6,,66366,65894,65879,,,
1288,mick_schumacher,haas,33,11,8,1,Q,7,,66405,66151,66011,,,
1289,alonso,alpine,33,11,8,1,Q,8,,66016,66082,66103,,,
1290,hamilton,mercedes,33,11,8,1,Q,9,,66079,65475,73151,,,
1291,gasly,alphatauri,33,11,8,3,Q,10,,66589,66160,,,,
1292,bottas,alfa,33,11,8,1,Q,12,,66442,66319,,,,
1293,perez,red_bull,33,11,8,1,Q,13,,66143,66458,,,,
1294,tsunoda,alphatauri,33,11,8,1,Q,14,,66463,66851,,,,
1295,norris,mclaren,33,11,8,1,Q,15,,66330,85847,,,,
1296,ricciardo,mclaren,33,11,8,1,Q,16,,66613,,,,,
1297,stroll,aston_martin,33,11,8,1,Q,17,,66847,,,,,
1298,zhou,alfa,33,11,8,1,Q,18,,66901,,,,,
1299,latifi,williams,33,11,8,1,Q,19,,67003,,,,,
1300,vettel,aston_martin,33,11,8,1,Q,20,,67083,,,,,
1301,leclerc,ferrari,33,6,12,1,R,1,2,,,,0,25.0,71
1302,max_verstappen,red_bull,33,6,12,1,R,2,1,,,,1532,19.0,71
1303,hamilton,mercedes,33,6,12,1,R,3,8,,,,41217,15.0,71
1304,russell,mercedes,33,6,12,1,R,4,4,,,,58972,12.0,71
1305,ocon,alpine,33,6,12,1,R,5,6,,,,68436,10.0,71
1306,mick_schumacher,haas,33,7,12,2,R,6,9,,,,,8.0,70
1307,norris,mclaren,33,7,12,2,R,7,10,,,,,6.0,70
1308,kevin_magnussen,haas,33,7,12,2,R,8,7,,,,,4.0,70
1309,ricciardo,mclaren,33,7,12,2,R,9,11,,,,,2.0,70
1310,alonso,alpine,33,7,12,2,R,10,19,,,,,1.0,70
1311,bottas,alfa,33,7,12,2,R,11,0,,,,,0.0,70
1312,albon,williams,33,7,12,2,R,12,15,,,,,0.0,70
1313,stroll,aston_martin,33,7,12,2,R,13,12,,,,,0.0,70
1314,zhou,alfa,33,7,12,2,R,14,13,,,,,0.0,70
1315,gasly,alphatauri,33,7,12,2,R,15,14,,,,,0.0,70
1316,tsunoda,alphatauri,33,7,12,2,R,16,16,,,,,0.0,70
1317,vettel,aston_martin,33,7,12,2,R,17,18,,,,,0.0,70
1318,sainz,ferrari,33,16,12,2,R,18,3,,,,,0.0,56
1319,latifi,williams,33,13,12,2,R,19,17,,,,,0.0,48
1320,perez,red_bull,33,4,12,2,R,20,5,,,,,0.0,24
1321,leclerc,ferrari,34,11,1,1,Q,1,,91727,91216,90872,,,
1322,max_verstappen,red_bull,34,11,1,1,Q,2,,91891,91990,91176,,,
1323,perez,red_bull,34,11,1,1,Q,3,,92354,92120,91335,,,
1324,hamilton,mercedes,34,11,1,1,Q,4,,93041,92274,91765,,,
1325,norris,mclaren,34,11,1,1,Q,5,,92672,92777,92032,,,
1326,russell,mercedes,34,11,1,1,Q,6,,93109,92633,92131,,,
1327,alonso,alpine,34,11,1,1,Q,7,,92819,92631,92552,,,
1328,tsunoda,alphatauri,34,11,1,1,Q,8,,93394,92836,92780,,,
1329,sainz,ferrari,34,11,1,3,Q,9,,92297,91081,,,,
1330,kevin_magnussen,haas,34,11,1,3,Q,10,,92756,92649,,,,
1331,ricciardo,mclaren,34,11,1,1,Q,11,,93404,92922,,,,
1332,ocon,alpine,34,11,1,1,Q,12,,93346,93048,,,,
1333,bottas,alfa,34,11,1,1,Q,13,,93034,93052,,,,
1334,vettel,aston_martin,34,11,1,1,Q,14,,93285,93276,,,,
1335,albon,williams,34,11,1,1,Q,15,,93423,93307,,,,
1336,gasly,alphatauri,34,11,1,1,Q,16,,93439,,,,,
1337,stroll,aston_martin,34,11,1,1,Q,17,,93439,,,,,
1338,zhou,alfa,34,11,1,1,Q,18,,93674,,,,,
1339,mick_schumacher,haas,34,11,1,1,Q,19,,93701,,,,,
1340,latifi,williams,34,11,1,1,Q,20,,93794,,,,,
1341,ocon,alpine,36,11,6,1,Q,5,,106039,105475,105180,,,
1342,max_verstappen,red_bull,34,6,1,1,R,1,2,,,,0,25.0,53
1343,hamilton,mercedes,34,6,1,1,R,2,4,,,,10587,18.0,53
1344,russell,mercedes,34,6,1,1,R,3,6,,,,16495,15.0,53
1345,perez,red_bull,34,6,1,1,R,4,3,,,,17310,12.0,53
1346,sainz,ferrari,34,6,1,1,R,5,19,,,,28872,11.0,53
1347,alonso,alpine,34,6,1,1,R,6,7,,,,42879,8.0,53
1348,norris,mclaren,34,6,1,1,R,7,5,,,,52026,6.0,53
1349,ocon,alpine,34,6,1,1,R,8,10,,,,56959,4.0,53
1350,ricciardo,mclaren,34,6,1,1,R,9,9,,,,60372,2.0,53
1351,stroll,aston_martin,34,6,1,1,R,10,15,,,,62549,1.0,53
1352,vettel,aston_martin,34,6,1,1,R,11,12,,,,64494,0.0,53
1353,gasly,alphatauri,34,6,1,1,R,12,14,,,,65448,0.0,53
1354,albon,williams,34,6,1,1,R,13,13,,,,68565,0.0,53
1355,bottas,alfa,34,6,1,1,R,14,11,,,,76666,0.0,53
1356,mick_schumacher,haas,34,6,1,1,R,15,17,,,,80394,0.0,53
1357,zhou,alfa,34,7,1,2,R,16,16,,,,,0.0,47
1358,latifi,williams,34,4,1,2,R,17,18,,,,,0.0,40
1359,kevin_magnussen,haas,34,4,1,2,R,18,20,,,,,0.0,37
1360,leclerc,ferrari,34,2,1,2,R,19,1,,,,,0.0,17
1361,tsunoda,alphatauri,34,13,1,2,R,20,8,,,,,0.0,17
1362,russell,mercedes,35,11,11,1,Q,1,,78407,78154,77377,,,
1363,sainz,ferrari,35,11,11,1,Q,2,,78434,77946,77421,,,
1364,leclerc,ferrari,35,11,11,1,Q,3,,78806,77768,77567,,,
1365,norris,mclaren,35,11,11,1,Q,4,,78653,78121,77769,,,
1366,ocon,alpine,35,11,11,1,Q,5,,78866,78216,78018,,,
1367,alonso,alpine,35,11,11,1,Q,6,,78716,77904,78078,,,
1368,hamilton,mercedes,35,11,11,1,Q,7,,78374,78035,78142,,,
1369,bottas,alfa,35,11,11,1,Q,8,,78935,78445,78157,,,
1370,ricciardo,mclaren,35,11,11,1,Q,9,,78775,78198,78379,,,
1371,max_verstappen,red_bull,35,11,11,1,Q,10,,78509,77703,78823,,,
1372,perez,red_bull,35,11,11,1,Q,11,,79118,78516,,,,
1373,zhou,alfa,35,11,11,1,Q,12,,78973,78573,,,,
1374,kevin_magnussen,haas,35,11,11,1,Q,13,,78993,78825,,,,
1375,stroll,aston_martin,35,11,11,1,Q,14,,79205,79137,,,,
1376,mick_schumacher,haas,35,11,11,1,Q,15,,79164,79202,,,,
1377,tsunoda,alphatauri,35,11,11,1,Q,16,,79240,,,,,
1378,albon,williams,35,11,11,1,Q,17,,79256,,,,,
1379,vettel,aston_martin,35,11,11,1,Q,18,,79273,,,,,
1380,gasly,alphatauri,35,11,11,1,Q,19,,79527,,,,,
1381,latifi,williams,35,11,11,1,Q,20,,79570,,,,,
1382,max_verstappen,red_bull,35,6,17,1,R,1,10,,,,0,25.0,70
1383,hamilton,mercedes,35,6,17,1,R,2,7,,,,7834,19.0,70
1384,russell,mercedes,35,6,17,1,R,3,1,,,,12337,15.0,70
1385,sainz,ferrari,35,6,17,1,R,4,2,,,,14579,12.0,70
1386,perez,red_bull,35,6,17,1,R,5,11,,,,15688,10.0,70
1387,leclerc,ferrari,35,6,17,1,R,6,3,,,,16047,8.0,70
1388,norris,mclaren,35,6,17,1,R,7,4,,,,78300,6.0,70
1389,alonso,alpine,35,7,17,2,R,8,6,,,,,4.0,69
1390,ocon,alpine,35,7,17,2,R,9,5,,,,,2.0,69
1391,vettel,aston_martin,35,7,17,2,R,10,18,,,,,1.0,69
1392,stroll,aston_martin,35,7,17,2,R,11,14,,,,,0.0,69
1393,gasly,alphatauri,35,7,17,2,R,12,0,,,,,0.0,69
1394,zhou,alfa,35,7,17,2,R,13,12,,,,,0.0,69
1395,mick_schumacher,haas,35,7,17,2,R,14,15,,,,,0.0,69
1396,ricciardo,mclaren,35,7,17,2,R,15,9,,,,,0.0,69
1397,kevin_magnussen,haas,35,7,17,2,R,16,13,,,,,0.0,69
1398,albon,williams,35,7,17,2,R,17,17,,,,,0.0,69
1399,latifi,williams,35,7,17,2,R,18,19,,,,,0.0,69
1400,tsunoda,alphatauri,35,7,17,2,R,19,16,,,,,0.0,68
1401,bottas,alfa,35,15,17,2,R,20,8,,,,,0.0,65
1402,max_verstappen,red_bull,36,11,6,1,Q,1,,104581,104723,103665,,,
1403,sainz,ferrari,36,11,6,1,Q,2,,105050,105418,104297,,,
1404,perez,red_bull,36,11,6,1,Q,3,,105377,104794,104462,,,
1405,leclerc,ferrari,36,11,6,1,Q,4,,105572,104551,104553,,,
1406,alonso,alpine,36,11,6,1,Q,6,,106075,105552,105368,,,
1407,hamilton,mercedes,36,11,6,1,Q,7,,105736,105420,105503,,,
1408,russell,mercedes,36,11,6,1,Q,8,,105650,105461,105776,,,
1409,albon,williams,36,11,6,1,Q,9,,105672,105675,105837,,,
1410,norris,mclaren,36,11,6,1,Q,10,,105745,105603,106178,,,
1411,ricciardo,mclaren,36,11,6,1,Q,11,,106212,105767,,,,
1412,gasly,alphatauri,36,11,6,1,Q,12,,106183,105827,,,,
1413,zhou,alfa,36,11,6,1,Q,13,,106178,106085,,,,
1414,stroll,aston_martin,36,11,6,1,Q,14,,106256,106611,,,,
1415,mick_schumacher,haas,36,11,6,1,Q,15,,106342,107718,,,,
1416,vettel,aston_martin,36,11,6,1,Q,16,,106344,,,,,
1417,latifi,williams,36,11,6,1,Q,17,,106401,,,,,
1418,kevin_magnussen,haas,36,11,6,1,Q,18,,106557,,,,,
1419,tsunoda,alphatauri,36,11,6,1,Q,19,,106692,,,,,
1420,bottas,alfa,36,11,6,1,Q,20,,107866,,,,,
1421,max_verstappen,red_bull,36,6,12,1,R,1,14,,,,0,26.0,44
1422,perez,red_bull,36,6,12,1,R,2,2,,,,17841,18.0,44
1423,sainz,ferrari,36,6,12,1,R,3,1,,,,26886,15.0,44
1424,russell,mercedes,36,6,12,1,R,4,5,,,,29140,12.0,44
1425,alonso,alpine,36,6,12,1,R,5,3,,,,73256,10.0,44
1426,leclerc,ferrari,36,6,12,1,R,6,15,,,,74936,8.0,44
1427,ocon,alpine,36,6,12,1,R,7,16,,,,75640,6.0,44
1428,vettel,aston_martin,36,6,12,1,R,8,10,,,,78107,4.0,44
1429,gasly,alphatauri,36,6,12,1,R,9,0,,,,92181,2.0,44
1430,albon,williams,36,6,12,1,R,10,6,,,,101900,1.0,44
1431,stroll,aston_martin,36,6,12,1,R,11,9,,,,103078,0.0,44
1432,norris,mclaren,36,6,12,1,R,12,17,,,,104739,0.0,44
1433,tsunoda,alphatauri,36,6,12,1,R,13,0,,,,105217,0.0,44
1434,zhou,alfa,36,6,12,1,R,14,18,,,,106252,0.0,44
1435,ricciardo,mclaren,36,6,12,1,R,15,7,,,,107163,0.0,44
1436,kevin_magnussen,haas,36,7,12,2,R,16,12,,,,,0.0,43
1437,mick_schumacher,haas,36,7,12,2,R,17,19,,,,,0.0,43
1438,latifi,williams,36,7,12,2,R,18,11,,,,,0.0,43
1439,bottas,alfa,36,2,12,2,R,19,13,,,,,0.0,1
1440,hamilton,mercedes,36,4,12,2,R,20,4,,,,,0.0,0
1441,max_verstappen,red_bull,37,11,12,1,Q,1,,71317,70927,70342,,,
1442,leclerc,ferrari,37,11,12,1,Q,2,,71443,70988,70363,,,
1443,sainz,ferrari,37,11,12,1,Q,3,,71767,70814,70434,,,
1444,hamilton,mercedes,37,11,12,1,Q,4,,71331,71075,70648,,,
1445,perez,red_bull,37,11,12,1,Q,5,,71641,71314,71077,,,
1446,russell,mercedes,37,11,12,1,Q,6,,71561,70824,71147,,,
1447,norris,mclaren,37,11,12,1,Q,7,,71556,71116,71174,,,
1448,mick_schumacher,haas,37,11,12,1,Q,8,,71741,71420,71442,,,
1449,tsunoda,alphatauri,37,11,12,1,Q,9,,71427,71428,72556,,,
1450,stroll,aston_martin,37,11,12,3,Q,10,,71568,71416,,,,
1451,gasly,alphatauri,37,11,12,1,Q,11,,71705,71512,,,,
1452,ocon,alpine,37,11,12,1,Q,12,,71748,71605,,,,
1453,alonso,alpine,37,11,12,1,Q,13,,71667,71613,,,,
1454,zhou,alfa,37,11,12,1,Q,14,,71826,71704,,,,
1455,albon,williams,37,11,12,1,Q,15,,71695,71802,,,,
1456,bottas,alfa,37,11,12,1,Q,16,,71961,,,,,
1457,ricciardo,mclaren,37,11,12,1,Q,17,,72081,,,,,
1458,kevin_magnussen,haas,37,11,12,1,Q,18,,72319,,,,,
1459,vettel,aston_martin,37,11,12,1,Q,19,,72391,,,,,
1460,latifi,williams,37,11,12,1,Q,20,,73353,,,,,
1461,max_verstappen,red_bull,37,6,12,1,R,1,1,,,,0,26.0,72
1462,russell,mercedes,37,6,12,1,R,2,6,,,,4071,18.0,72
1463,leclerc,ferrari,37,6,12,1,R,3,2,,,,10929,15.0,72
1464,hamilton,mercedes,37,6,12,1,R,4,4,,,,13016,12.0,72
1465,perez,red_bull,37,6,12,1,R,5,5,,,,18168,10.0,72
1466,alonso,alpine,37,6,12,1,R,6,13,,,,18754,8.0,72
1467,norris,mclaren,37,6,12,1,R,7,7,,,,19306,6.0,72
1468,sainz,ferrari,37,6,12,1,R,8,3,,,,20916,4.0,72
1469,ocon,alpine,37,6,12,1,R,9,12,,,,21117,2.0,72
1470,stroll,aston_martin,37,6,12,1,R,10,10,,,,22459,1.0,72
1471,gasly,alphatauri,37,6,12,1,R,11,11,,,,27009,0.0,72
1472,albon,williams,37,6,12,1,R,12,15,,,,30390,0.0,72
1473,mick_schumacher,haas,37,6,12,1,R,13,8,,,,32995,0.0,72
1474,vettel,aston_martin,37,6,12,1,R,14,19,,,,36007,0.0,72
1475,kevin_magnussen,haas,37,6,12,1,R,15,18,,,,36869,0.0,72
1476,zhou,alfa,37,6,12,1,R,16,14,,,,37320,0.0,72
1477,ricciardo,mclaren,37,6,12,1,R,17,17,,,,37764,0.0,72
1478,latifi,williams,37,7,12,2,R,18,20,,,,,0.0,71
1479,bottas,alfa,37,16,12,2,R,19,16,,,,,0.0,53
1480,tsunoda,alphatauri,37,13,12,2,R,20,9,,,,,0.0,43
1481,leclerc,ferrari,38,11,12,1,Q,1,,81280,81208,80161,,,
1482,max_verstappen,red_bull,38,11,12,1,Q,2,,80922,81265,80306,,,
1483,sainz,ferrari,38,11,12,1,Q,3,,81348,80878,80429,,,
1484,perez,red_bull,38,11,12,1,Q,4,,81495,81358,81206,,,
1485,hamilton,mercedes,38,11,12,1,Q,5,,82048,81708,81524,,,
1486,russell,mercedes,38,11,12,1,Q,6,,81785,81747,81542,,,
1487,norris,mclaren,38,11,12,1,Q,7,,82130,81831,81584,,,
1488,ricciardo,mclaren,38,11,12,1,Q,8,,82139,81855,81925,,,
1489,gasly,alphatauri,38,11,12,1,Q,9,,82010,82062,82648,,,
1490,alonso,alpine,38,11,12,3,Q,10,,82089,81861,,,,
1491,ocon,alpine,38,11,12,1,Q,11,,82166,82130,,,,
1492,bottas,alfa,38,11,12,1,Q,12,,82254,82235,,,,
1493,de_vries,williams,38,11,12,1,Q,13,,82567,82471,,,,
1494,zhou,alfa,38,11,12,1,Q,14,,82003,82577,,,,
1495,tsunoda,alphatauri,38,11,12,3,Q,15,,82020,,,,,
1496,latifi,williams,38,11,12,1,Q,16,,82587,,,,,
1497,vettel,aston_martin,38,11,12,1,Q,17,,82636,,,,,
1498,stroll,aston_martin,38,11,12,1,Q,18,,82748,,,,,
1499,kevin_magnussen,haas,38,11,12,1,Q,19,,82908,,,,,
1500,mick_schumacher,haas,38,11,12,1,Q,20,,83005,,,,,
1501,max_verstappen,red_bull,38,6,9,1,R,1,7,,,,0,25.0,53
1502,leclerc,ferrari,38,6,9,1,R,2,1,,,,2446,18.0,53
1503,russell,mercedes,38,6,9,1,R,3,2,,,,3405,15.0,53
1504,sainz,ferrari,38,6,9,1,R,4,18,,,,5061,12.0,53
1505,hamilton,mercedes,38,6,9,1,R,5,19,,,,5380,10.0,53
1506,perez,red_bull,38,6,9,1,R,6,13,,,,6091,9.0,53
1507,norris,mclaren,38,6,9,1,R,7,3,,,,6207,6.0,53
1508,gasly,alphatauri,38,6,9,1,R,8,5,,,,6396,4.0,53
1509,de_vries,williams,38,6,9,1,R,9,8,,,,7122,2.0,53
1510,zhou,alfa,38,6,9,1,R,10,9,,,,7910,1.0,53
1511,ocon,alpine,38,6,9,1,R,11,14,,,,8323,0.0,53
1512,mick_schumacher,haas,38,6,9,1,R,12,17,,,,8549,0.0,53
1513,bottas,alfa,38,7,9,2,R,13,15,,,,,0.0,52
1514,tsunoda,alphatauri,38,7,9,2,R,14,20,,,,,0.0,52
1515,latifi,williams,38,7,9,2,R,15,10,,,,,0.0,52
1516,kevin_magnussen,haas,38,7,9,2,R,16,16,,,,,0.0,52
1517,ricciardo,mclaren,38,9,9,2,R,17,4,,,,,0.0,45
1518,stroll,aston_martin,38,16,9,2,R,18,12,,,,,0.0,39
1519,alonso,alpine,38,9,9,2,R,19,6,,,,,0.0,31
1520,vettel,aston_martin,38,16,9,2,R,20,11,,,,,0.0,10
1521,leclerc,ferrari,39,11,10,1,Q,1,,114129,112343,109412,,,
1522,perez,red_bull,39,11,10,1,Q,2,,114404,112818,109434,,,
1523,hamilton,mercedes,39,11,10,1,Q,3,,113161,112691,109466,,,
1524,sainz,ferrari,39,11,10,1,Q,4,,114559,113219,109583,,,
1525,alonso,alpine,39,11,10,1,Q,5,,115360,113127,109966,,,
1526,norris,mclaren,39,11,10,1,Q,6,,115914,113942,110584,,,
1527,gasly,alphatauri,39,11,10,1,Q,7,,115606,113546,111211,,,
1528,max_verstappen,red_bull,39,11,10,1,Q,8,,113057,112723,111395,,,
1529,kevin_magnussen,haas,39,11,10,1,Q,9,,115103,114006,111573,,,
1530,tsunoda,alphatauri,39,11,10,1,Q,10,,115314,113848,111983,,,
1531,russell,mercedes,39,11,10,1,Q,11,,114633,114012,,,,
1532,stroll,aston_martin,39,11,10,1,Q,12,,115629,114211,,,,
1533,mick_schumacher,haas,39,11,10,1,Q,13,,115736,114370,,,,
1534,vettel,aston_martin,39,11,10,1,Q,14,,115602,114380,,,,
1535,zhou,alfa,39,11,10,1,Q,15,,115375,115518,,,,
1536,bottas,alfa,39,11,10,1,Q,16,,116083,,,,,
1537,ricciardo,mclaren,39,11,10,1,Q,17,,116226,,,,,
1538,ocon,alpine,39,11,10,1,Q,18,,116337,,,,,
1539,perez,red_bull,39,6,19,1,R,1,2,,,,0,25.0,59
1540,leclerc,ferrari,39,6,19,1,R,2,1,,,,2595,18.0,59
1541,sainz,ferrari,39,6,19,1,R,3,4,,,,10305,15.0,59
1542,norris,mclaren,39,6,19,1,R,4,6,,,,21133,12.0,59
1543,ricciardo,mclaren,39,6,19,1,R,5,16,,,,53282,10.0,59
1544,stroll,aston_martin,39,6,19,1,R,6,11,,,,56330,8.0,59
1545,max_verstappen,red_bull,39,6,19,1,R,7,8,,,,58825,6.0,59
1546,vettel,aston_martin,39,6,19,1,R,8,13,,,,60032,4.0,59
1547,hamilton,mercedes,39,6,19,1,R,9,3,,,,61515,2.0,59
1548,gasly,alphatauri,39,6,19,1,R,10,7,,,,69576,1.0,59
1549,bottas,alfa,39,6,19,1,R,11,15,,,,88844,0.0,59
1550,kevin_magnussen,haas,39,6,19,1,R,12,9,,,,92610,0.0,59
1551,mick_schumacher,haas,39,7,19,2,R,13,12,,,,,0.0,58
1552,russell,mercedes,39,7,19,2,R,14,0,,,,,0.0,57
1553,tsunoda,alphatauri,39,2,19,2,R,15,10,,,,,0.0,34
1554,ocon,alpine,39,16,19,2,R,16,17,,,,,0.0,26
1555,albon,williams,39,4,19,2,R,17,18,,,,,0.0,25
1556,alonso,alpine,39,16,19,2,R,18,5,,,,,0.0,20
1557,latifi,williams,39,4,19,2,R,19,19,,,,,0.0,7
1558,zhou,alfa,39,4,19,2,R,20,14,,,,,0.0,6
1559,max_verstappen,red_bull,40,11,7,1,Q,1,,90224,90346,89304,,,
1560,leclerc,ferrari,40,11,7,1,Q,2,,90402,90486,89314,,,
1561,sainz,ferrari,40,11,7,1,Q,3,,90336,90444,89361,,,
1562,perez,red_bull,40,11,7,1,Q,4,,90622,89925,89709,,,
1563,ocon,alpine,40,11,7,1,Q,5,,90696,90357,90165,,,
1564,hamilton,mercedes,40,11,7,1,Q,6,,90906,90443,90261,,,
1565,alonso,alpine,40,11,7,1,Q,7,,90603,90343,90322,,,
1566,russell,mercedes,40,11,7,1,Q,8,,90865,90465,90389,,,
1567,vettel,aston_martin,40,11,7,1,Q,9,,91256,90656,90554,,,
1568,norris,mclaren,40,11,7,1,Q,10,,90881,90473,91003,,,
1569,ricciardo,mclaren,40,11,7,1,Q,11,,90880,90659,,,,
1570,bottas,alfa,40,11,7,1,Q,12,,91226,90709,,,,
1571,tsunoda,alphatauri,40,11,7,1,Q,13,,91130,90808,,,,
1572,zhou,alfa,40,11,7,1,Q,14,,90894,90953,,,,
1573,mick_schumacher,haas,40,11,7,1,Q,15,,91152,91439,,,,
1574,albon,williams,40,11,7,1,Q,16,,91311,,,,,
1575,gasly,alphatauri,40,11,7,1,Q,17,,91322,,,,,
1576,kevin_magnussen,haas,40,11,7,1,Q,18,,91352,,,,,
1577,stroll,aston_martin,40,11,7,1,Q,19,,91419,,,,,
1578,latifi,williams,40,11,7,1,Q,20,,91511,,,,,
1579,max_verstappen,red_bull,40,6,17,1,R,1,1,,,,0,25.0,28
1580,perez,red_bull,40,6,17,1,R,2,4,,,,27066,18.0,28
1581,leclerc,ferrari,40,6,17,1,R,3,2,,,,31763,15.0,28
1582,ocon,alpine,40,6,17,1,R,4,5,,,,39685,12.0,28
1583,hamilton,mercedes,40,6,17,1,R,5,6,,,,40326,10.0,28
1584,vettel,aston_martin,40,6,17,1,R,6,9,,,,46358,8.0,28
1585,alonso,alpine,40,6,17,1,R,7,7,,,,46369,6.0,28
1586,russell,mercedes,40,6,17,1,R,8,8,,,,47661,4.0,28
1587,latifi,williams,40,6,17,1,R,9,20,,,,70143,2.0,28
1588,norris,mclaren,40,6,17,1,R,10,10,,,,70782,1.0,28
1589,ricciardo,mclaren,40,6,17,1,R,11,11,,,,72877,0.0,28
1590,stroll,aston_martin,40,6,17,1,R,12,19,,,,73904,0.0,28
1591,tsunoda,alphatauri,40,6,17,1,R,13,13,,,,75599,0.0,28
1592,kevin_magnussen,haas,40,6,17,1,R,14,18,,,,86016,0.0,28
1593,bottas,alfa,40,6,17,1,R,15,12,,,,86496,0.0,28
1594,zhou,alfa,40,6,17,1,R,16,14,,,,87043,0.0,28
1595,mick_schumacher,haas,40,6,17,1,R,17,15,,,,92523,0.0,28
1596,gasly,alphatauri,40,6,17,1,R,18,17,,,,108091,0.0,28
1597,sainz,ferrari,40,2,17,2,R,19,3,,,,,0.0,0
1598,albon,williams,40,9,17,2,R,20,16,,,,,0.0,0
1599,sainz,ferrari,41,11,3,1,Q,1,,95297,95590,94356,,,
1600,leclerc,ferrari,41,11,3,1,Q,2,,95795,95246,94421,,,
1601,max_verstappen,red_bull,41,11,3,1,Q,3,,95864,95294,94448,,,
1602,perez,red_bull,41,11,3,1,Q,4,,96163,95864,94645,,,
1603,hamilton,mercedes,41,11,3,1,Q,5,,96148,95732,94947,,,
1604,russell,mercedes,41,11,3,1,Q,6,,96195,95692,94988,,,
1605,stroll,aston_martin,41,11,3,1,Q,7,,96860,96032,95598,,,
1606,norris,mclaren,41,11,3,1,Q,8,,96465,96341,95690,,,
1607,alonso,alpine,41,11,3,1,Q,9,,96446,95988,95876,,,
1608,bottas,alfa,41,11,3,1,Q,10,,96746,96321,96319,,,
1609,albon,williams,41,11,3,1,Q,11,,96932,96368,,,,
1610,vettel,aston_martin,41,11,3,1,Q,12,,96695,96398,,,,
1611,gasly,alphatauri,41,11,3,1,Q,13,,96577,96740,,,,
1612,zhou,alfa,41,11,3,1,Q,14,,96656,96970,,,,
1613,tsunoda,alphatauri,41,11,3,1,Q,15,,96808,97147,,,,
1614,kevin_magnussen,haas,41,11,3,1,Q,16,,96949,,,,,
1615,ricciardo,mclaren,41,11,3,1,Q,17,,97046,,,,,
1616,ocon,alpine,41,11,3,1,Q,18,,97068,,,,,
1617,mick_schumacher,haas,41,11,3,1,Q,19,,97111,,,,,
1618,latifi,williams,41,11,3,1,Q,20,,97244,,,,,
1619,max_verstappen,red_bull,41,6,3,1,R,1,2,,,,0,25.0,56
1620,hamilton,mercedes,41,6,3,1,R,2,3,,,,5023,18.0,56
