session_result_key,driver_id,team_id,grand_prix_id,result_outcome_key,result_weather_context_key,result_data_quality_key,session_type,position,grid_position,q1_ms,q2_ms,q3_ms,gap_to_leader_ms,points,laps
483,hamilton,mercedes,13,11,8,1,Q,2,,70114,69726,68923,,,
484,bottas,mercedes,13,11,8,1,Q,3,,70219,69769,69222,,,
485,gasly,alphatauri,13,11,8,1,Q,4,,70274,69541,69478,,,
486,leclerc,ferrari,13,11,8,1,Q,5,,69829,69437,69527,,,
487,sainz,ferrari,13,11,8,1,Q,6,,70022,69870,69537,,,
488,giovinazzi,alfa,13,11,8,1,Q,7,,70050,70033,69590,,,
489,ocon,alpine,13,11,8,1,Q,8,,70179,69919,69933,,,
490,alonso,alpine,13,11,8,1,Q,9,,70435,70020,69956,,,
491,ricciardo,mclaren,13,11,8,1,Q,10,,70255,69865,70166,,,
492,russell,williams,13,11,8,1,Q,11,,70382,70332,,,,
493,stroll,aston_martin,13,11,8,1,Q,12,,70438,70367,,,,
494,norris,mclaren,13,11,8,1,Q,13,,70489,70406,,,,
495,latifi,williams,13,11,8,1,Q,14,,70093,71161,,,,
496,tsunoda,alphatauri,13,11,8,1,Q,15,,70462,71314,,,,
497,perez,red_bull,13,11,8,1,Q,16,,70530,,,,,
498,vettel,aston_martin,13,11,8,1,Q,17,,70731,,,,,
499,kubica,alfa,13,11,8,1,Q,18,,71301,,,,,
500,mick_schumacher,haas,13,11,8,1,Q,19,,71387,,,,,
501,mazepin,haas,13,11,8,1,Q,20,,71875,,,,,
502,max_verstappen,red_bull,13,6,12,1,R,1,1,,,,0,25.0,72
503,hamilton,mercedes,13,6,12,1,R,2,2,,,,20932,19.0,72
504,bottas,mercedes,13,6,12,1,R,3,3,,,,56460,15.0,72
505,gasly,alphatauri,13,7,12,2,R,4,4,,,,,12.0,71
506,leclerc,ferrari,13,7,12,2,R,5,5,,,,,10.0,71
507,alonso,alpine,13,7,12,2,R,6,9,,,,,8.0,71
508,sainz,ferrari,13,7,12,2,R,7,6,,,,,6.0,71
509,perez,red_bull,13,7,12,2,R,8,0,,,,,4.0,71
510,ocon,alpine,13,7,12,2,R,9,8,,,,,2.0,71
511,norris,mclaren,13,7,12,2,R,10,13,,,,,1.0,71
512,ricciardo,mclaren,13,7,12,2,R,11,10,,,,,0.0,71
513,stroll,aston_martin,13,7,12,2,R,12,12,,,,,0.0,70
514,vettel,aston_martin,13,7,12,2,R,13,15,,,,,0.0,70
515,giovinazzi,alfa,13,7,12,2,R,14,7,,,,,0.0,70
516,kubica,alfa,13,7,12,2,R,15,16,,,,,0.0,70
517,latifi,williams,13,7,12,2,R,16,0,,,,,0.0,70
518,russell,williams,13,8,12,2,R,17,11,,,,,0.0,69
519,mick_schumacher,haas,13,7,12,2,R,18,17,,,,,0.0,69
520,tsunoda,alphatauri,13,16,12,2,R,19,14,,,,,0.0,48
521,mazepin,haas,13,9,12,2,R,20,18,,,,,0.0,41
522,bottas,mercedes,14,11,12,1,Q,1,,80685,80032,79555,,,
523,hamilton,mercedes,14,11,12,1,Q,2,,80543,79936,79651,,,
524,max_verstappen,red_bull,14,11,12,1,Q,3,,81035,80229,79966,,,
525,norris,mclaren,14,11,12,1,Q,4,,80916,80059,79989,,,
526,ricciardo,mclaren,14,11,12,1,Q,5,,81292,80435,79995,,,
527,gasly,alphatauri,14,11,12,1,Q,6,,81440,80556,80260,,,
528,sainz,ferrari,14,11,12,1,Q,7,,81118,80750,80462,,,
529,leclerc,ferrari,14,11,12,1,Q,8,,81219,80767,80510,,,
530,perez,red_bull,14,11,12,1,Q,9,,81308,80882,80611,,,
531,giovinazzi,alfa,14,11,12,1,Q,10,,81197,80726,80808,,,
532,vettel,aston_martin,14,11,12,1,Q,11,,81394,80913,,,,
533,stroll,aston_martin,14,11,12,1,Q,12,,81415,81020,,,,
534,alonso,alpine,14,11,12,1,Q,13,,81487,81069,,,,
535,ocon,alpine,14,11,12,1,Q,14,,81500,81103,,,,
536,russell,williams,14,11,12,1,Q,15,,81890,81392,,,,
537,latifi,williams,14,11,12,1,Q,16,,81925,,,,,
538,tsunoda,alphatauri,14,11,12,1,Q,17,,81973,,,,,
539,mick_schumacher,haas,14,11,12,1,Q,18,,82248,,,,,
540,mazepin,haas,14,11,12,1,Q,20,,82716,,,,,
541,ricciardo,mclaren,14,6,1,1,R,1,2,,,,0,26.0,53
542,norris,mclaren,14,6,1,1,R,2,3,,,,1747,18.0,53
543,bottas,mercedes,14,6,1,1,R,3,19,,,,4921,15.0,53
544,leclerc,ferrari,14,6,1,1,R,4,5,,,,7309,12.0,53
545,perez,red_bull,14,6,1,1,R,5,8,,,,8723,10.0,53
546,sainz,ferrari,14,6,1,1,R,6,6,,,,10535,8.0,53
547,stroll,aston_martin,14,6,1,1,R,7,9,,,,15804,6.0,53
548,alonso,alpine,14,6,1,1,R,8,10,,,,17201,4.0,53
549,russell,williams,14,6,1,1,R,9,14,,,,19742,2.0,53
550,ocon,alpine,14,6,1,1,R,10,12,,,,20868,1.0,53
551,latifi,williams,14,6,1,1,R,11,13,,,,23743,0.0,53
552,vettel,aston_martin,14,6,1,1,R,12,11,,,,24621,0.0,53
553,giovinazzi,alfa,14,6,1,1,R,13,7,,,,27216,0.0,53
554,kubica,alfa,14,6,1,1,R,14,17,,,,29769,0.0,53
555,mick_schumacher,haas,14,6,1,1,R,15,18,,,,51088,0.0,53
556,mazepin,haas,14,16,1,2,R,16,16,,,,,0.0,41
557,hamilton,mercedes,14,4,1,2,R,17,4,,,,,0.0,25
558,max_verstappen,red_bull,14,4,1,2,R,18,1,,,,,0.0,25
559,gasly,alphatauri,14,9,1,2,R,19,0,,,,,0.0,3
560,tsunoda,alphatauri,14,10,1,2,R,20,0,,,,,0.0,0
561,norris,mclaren,15,11,16,1,Q,1,,107238,105827,101993,,,
562,sainz,ferrari,15,11,16,1,Q,2,,107924,106521,102510,,,
563,russell,williams,15,11,16,1,Q,3,,108303,106435,102983,,,
564,hamilton,mercedes,15,11,16,1,Q,4,,105992,105129,104050,,,
565,ricciardo,mclaren,15,11,16,1,Q,5,,108345,106361,104156,,,
566,alonso,alpine,15,11,16,1,Q,6,,107877,105514,104204,,,
567,bottas,mercedes,15,11,16,1,Q,7,,106396,105306,104710,,,
568,stroll,aston_martin,15,11,16,1,Q,8,,108322,106360,104956,,,
569,perez,red_bull,15,11,16,1,Q,9,,106455,105834,105337,,,
570,ocon,alpine,15,11,16,1,Q,10,,108099,106070,105865,,,
571,vettel,aston_martin,15,11,16,1,Q,11,,107205,106573,,,,
572,gasly,alphatauri,15,11,16,1,Q,12,,107828,106641,,,,
573,tsunoda,alphatauri,15,11,16,1,Q,13,,108854,106751,,,,
574,latifi,williams,15,11,16,3,Q,14,,108252,,,,,
575,leclerc,ferrari,15,11,16,3,Q,15,,108470,,,,,
576,raikkonen,alfa,15,11,16,1,Q,16,,109586,,,,,
577,mick_schumacher,haas,15,11,16,1,Q,17,,109830,,,,,
578,mazepin,haas,15,11,16,1,Q,19,,113764,,,,,
579,max_verstappen,red_bull,15,11,16,3,Q,20,,,,,,,
580,hamilton,mercedes,15,6,16,1,R,1,4,,,,0,25.0,53
581,max_verstappen,red_bull,15,6,16,1,R,2,20,,,,53271,18.0,53
582,sainz,ferrari,15,6,16,1,R,3,2,,,,62475,15.0,53
583,ricciardo,mclaren,15,6,16,1,R,4,5,,,,65607,12.0,53
584,bottas,mercedes,15,6,16,1,R,5,16,,,,67533,10.0,53
585,alonso,alpine,15,6,16,1,R,6,6,,,,81321,8.0,53
586,norris,mclaren,15,6,16,1,R,7,1,,,,87224,7.0,53
587,raikkonen,alfa,15,6,16,1,R,8,13,,,,88955,4.0,53
588,perez,red_bull,15,6,16,1,R,9,8,,,,90076,2.0,53
589,russell,williams,15,6,16,1,R,10,3,,,,100551,1.0,53
590,stroll,aston_martin,15,6,16,1,R,11,7,,,,106198,0.0,53
591,vettel,aston_martin,15,7,16,2,R,12,10,,,,,0.0,52
592,gasly,alphatauri,15,7,16,2,R,13,11,,,,,0.0,52
593,ocon,alpine,15,7,16,2,R,14,9,,,,,0.0,52
594,leclerc,ferrari,15,7,16,2,R,15,19,,,,,0.0,52
595,giovinazzi,alfa,15,7,16,2,R,16,17,,,,,0.0,52
596,tsunoda,alphatauri,15,7,16,2,R,17,12,,,,,0.0,52
597,mazepin,haas,15,7,16,2,R,18,15,,,,,0.0,51
598,latifi,williams,15,1,16,2,R,19,18,,,,,0.0,47
599,mick_schumacher,haas,15,9,16,2,R,20,14,,,,,0.0,32
600,hamilton,mercedes,16,11,16,1,Q,1,,84585,83082,82868,,,
601,bottas,mercedes,16,11,16,1,Q,2,,85047,83579,82998,,,
602,max_verstappen,red_bull,16,11,16,1,Q,3,,84592,83732,83196,,,
603,leclerc,ferrari,16,11,16,1,Q,4,,84869,84015,83265,,,
604,gasly,alphatauri,16,11,16,1,Q,5,,84704,83817,83326,,,
605,alonso,alpine,16,11,16,1,Q,6,,85174,83914,83477,,,
606,perez,red_bull,16,11,16,1,Q,7,,84963,83961,83706,,,
607,norris,mclaren,16,11,16,1,Q,8,,85138,84642,83954,,,
608,stroll,aston_martin,16,11,16,1,Q,9,,85511,84601,84305,,,
609,tsunoda,alphatauri,16,11,16,1,Q,10,,85409,84054,84368,,,
610,vettel,aston_martin,16,11,16,1,Q,11,,85787,84795,,,,
611,ocon,alpine,16,11,16,1,Q,12,,85422,84842,,,,
612,russell,williams,16,11,16,1,Q,13,,85417,85007,,,,
613,mick_schumacher,haas,16,11,16,1,Q,14,,85555,85200,,,,
614,sainz,ferrari,16,11,16,3,Q,15,,85177,,,,,
615,ricciardo,mclaren,16,11,16,1,Q,16,,85881,,,,,
616,latifi,williams,16,11,16,1,Q,17,,86086,,,,,
617,giovinazzi,alfa,16,11,16,1,Q,18,,86430,,,,,
618,raikkonen,alfa,16,11,16,1,Q,19,,87525,,,,,
619,mazepin,haas,16,11,16,1,Q,20,,88449,,,,,
620,bottas,mercedes,16,6,6,1,R,1,1,,,,0,26.0,58
621,max_verstappen,red_bull,16,6,6,1,R,2,2,,,,14584,18.0,58
622,perez,red_bull,16,6,6,1,R,3,6,,,,33471,15.0,58
623,leclerc,ferrari,16,6,6,1,R,4,3,,,,37814,12.0,58
624,hamilton,mercedes,16,6,6,1,R,5,11,,,,41812,10.0,58
625,gasly,alphatauri,16,6,6,1,R,6,4,,,,44292,8.0,58
626,norris,mclaren,16,6,6,1,R,7,7,,,,47213,6.0,58
627,sainz,ferrari,16,6,6,1,R,8,19,,,,51526,4.0,58
628,stroll,aston_martin,16,6,6,1,R,9,8,,,,82018,2.0,58
629,ocon,alpine,16,7,6,2,R,10,12,,,,,1.0,57
630,giovinazzi,alfa,16,7,6,2,R,11,16,,,,,0.0,57
631,raikkonen,alfa,16,7,6,2,R,12,17,,,,,0.0,57
632,ricciardo,mclaren,16,7,6,2,R,13,20,,,,,0.0,57
633,tsunoda,alphatauri,16,7,6,2,R,14,9,,,,,0.0,57
634,russell,williams,16,7,6,2,R,15,13,,,,,0.0,57
635,alonso,alpine,16,7,6,2,R,16,5,,,,,0.0,57
636,latifi,williams,16,7,6,2,R,17,15,,,,,0.0,57
637,vettel,aston_martin,16,7,6,2,R,18,10,,,,,0.0,57
638,mick_schumacher,haas,16,7,6,2,R,19,14,,,,,0.0,56
639,mazepin,haas,16,7,6,2,R,20,18,,,,,0.0,56
640,max_verstappen,red_bull,17,11,15,1,Q,1,,94352,93464,92910,,,
641,hamilton,mercedes,17,11,15,1,Q,2,,94579,93797,93119,,,
642,perez,red_bull,17,11,15,1,Q,3,,94369,94178,93134,,,
643,bottas,mercedes,17,11,15,1,Q,4,,94590,93959,93475,,,
644,leclerc,ferrari,17,11,15,1,Q,5,,94153,93928,93606,,,
645,sainz,ferrari,17,11,15,1,Q,6,,94558,94126,93792,,,
646,ricciardo,mclaren,17,11,15,1,Q,7,,94407,94643,93808,,,
647,norris,mclaren,17,11,15,1,Q,8,,94551,93880,93887,,,
648,gasly,alphatauri,17,11,15,1,Q,9,,94567,94583,94118,,,
649,tsunoda,alphatauri,17,11,15,1,Q,10,,95360,95137,94918,,,
650,ocon,alpine,17,11,15,1,Q,11,,95747,95377,,,,
651,vettel,aston_martin,17,11,15,1,Q,12,,95281,95500,,,,
652,giovinazzi,alfa,17,11,15,1,Q,13,,95920,95794,,,,
653,alonso,alpine,17,11,15,1,Q,14,,95756,104549,,,,
654,russell,williams,17,11,15,3,Q,15,,95746,,,,,
655,stroll,aston_martin,17,11,15,1,Q,16,,95983,,,,,
656,latifi,williams,17,11,15,1,Q,17,,95995,,,,,
657,raikkonen,alfa,17,11,15,1,Q,18,,96311,,,,,
658,mick_schumacher,haas,17,11,15,1,Q,19,,96499,,,,,
659,mazepin,haas,17,11,15,1,Q,20,,96796,,,,,
660,max_verstappen,red_bull,17,6,4,1,R,1,1,,,,0,25.0,56
661,hamilton,mercedes,17,6,4,1,R,2,2,,,,1333,19.0,56
662,perez,red_bull,17,6,4,1,R,3,3,,,,42223,15.0,56
663,leclerc,ferrari,17,6,4,1,R,4,4,,,,52246,12.0,56
664,ricciardo,mclaren,17,6,4,1,R,5,6,,,,76854,10.0,56
665,bottas,mercedes,17,6,4,1,R,6,9,,,,80128,8.0,56
666,sainz,ferrari,17,6,4,1,R,7,5,,,,83545,6.0,56
667,norris,mclaren,17,6,4,1,R,8,7,,,,84395,4.0,56
668,tsunoda,alphatauri,17,7,4,2,R,9,10,,,,,2.0,55
669,vettel,aston_martin,17,7,4,2,R,10,18,,,,,1.0,55
670,giovinazzi,alfa,17,7,4,2,R,11,12,,,,,0.0,55
671,stroll,aston_martin,17,7,4,2,R,12,13,,,,,0.0,55
672,raikkonen,alfa,17,7,4,2,R,13,15,,,,,0.0,55
673,russell,williams,17,7,4,2,R,14,20,,,,,0.0,55
674,latifi,williams,17,7,4,2,R,15,14,,,,,0.0,55
675,mick_schumacher,haas,17,7,4,2,R,16,16,,,,,0.0,54
676,mazepin,haas,17,7,4,2,R,17,17,,,,,0.0,54
677,alonso,alpine,17,13,4,2,R,18,19,,,,,0.0,49
678,ocon,alpine,17,13,4,2,R,19,11,,,,,0.0,40
679,gasly,alphatauri,17,9,4,2,R,20,8,,,,,0.0,14
680,bottas,mercedes,18,11,9,1,Q,1,,76727,76864,75875,,,
681,hamilton,mercedes,18,11,9,1,Q,2,,77207,76474,76020,,,
682,max_verstappen,red_bull,18,11,9,1,Q,3,,76788,76483,76225,,,
683,perez,red_bull,18,11,9,1,Q,4,,77003,77055,76342,,,
684,gasly,alphatauri,18,11,9,1,Q,5,,76908,76955,76456,,,
685,sainz,ferrari,18,11,9,1,Q,6,,77517,77248,76761,,,
686,ricciardo,mclaren,18,11,9,1,Q,7,,77719,77092,76763,,,
687,leclerc,ferrari,18,11,9,1,Q,8,,76748,77034,76837,,,
688,tsunoda,alphatauri,18,11,9,1,Q,9,,77330,76701,77158,,,
689,norris,mclaren,18,11,9,1,Q,10,,77569,77473,96830,,,
690,vettel,aston_martin,18,11,9,1,Q,11,,77502,77746,,,,
691,raikkonen,alfa,18,11,9,1,Q,12,,77606,77958,,,,
692,russell,williams,18,11,9,1,Q,13,,77958,78172,,,,
693,giovinazzi,alfa,18,11,9,1,Q,14,,77897,78290,,,,
694,ocon,alpine,18,11,9,1,Q,15,,78126,78405,,,,
695,alonso,alpine,18,11,9,1,Q,16,,78452,,,,,
696,latifi,williams,18,11,9,1,Q,17,,78756,,,,,
697,mick_schumacher,haas,18,11,9,1,Q,18,,78858,,,,,
698,mazepin,haas,18,11,9,1,Q,19,,79303,,,,,
699,stroll,aston_martin,18,11,9,1,Q,20,,80873,,,,,
700,max_verstappen,red_bull,18,6,9,1,R,1,3,,,,0,25.0,71
701,hamilton,mercedes,18,6,9,1,R,2,2,,,,16555,18.0,71
702,perez,red_bull,18,6,9,1,R,3,4,,,,17752,15.0,71
703,gasly,alphatauri,18,6,9,1,R,4,5,,,,63845,12.0,71
704,leclerc,ferrari,18,6,9,1,R,5,8,,,,81037,10.0,71
705,sainz,ferrari,18,7,9,2,R,6,6,,,,,8.0,70
706,vettel,aston_martin,18,7,9,2,R,7,9,,,,,6.0,70
707,raikkonen,alfa,18,7,9,2,R,8,10,,,,,4.0,70
708,alonso,alpine,18,7,9,2,R,9,12,,,,,2.0,70
709,norris,mclaren,18,7,9,2,R,10,18,,,,,1.0,70
710,giovinazzi,alfa,18,7,9,2,R,11,11,,,,,0.0,70
711,ricciardo,mclaren,18,7,9,2,R,12,7,,,,,0.0,70
712,ocon,alpine,18,7,9,2,R,13,19,,,,,0.0,70
713,stroll,aston_martin,18,7,9,2,R,14,20,,,,,0.0,69
714,bottas,mercedes,18,7,9,2,R,15,1,,,,,0.0,69
715,russell,williams,18,7,9,2,R,16,16,,,,,0.0,69
716,latifi,williams,18,7,9,2,R,17,13,,,,,0.0,69
717,mazepin,haas,18,7,9,2,R,18,15,,,,,0.0,68
718,mick_schumacher,haas,18,4,9,2,R,19,14,,,,,0.0,0
719,tsunoda,alphatauri,18,4,9,2,R,20,17,,,,,0.0,0
720,hamilton,mercedes,19,11,6,1,Q,1,,68733,68068,67934,,,
721,max_verstappen,red_bull,19,11,6,1,Q,2,,69329,68499,68372,,,
722,bottas,mercedes,19,11,6,1,Q,3,,69040,68426,68469,,,
723,perez,red_bull,19,11,6,1,Q,4,,69172,68973,68483,,,
724,gasly,alphatauri,19,11,6,1,Q,5,,69347,68903,68777,,,
725,sainz,ferrari,19,11,6,1,Q,6,,69046,69031,68826,,,
726,leclerc,ferrari,19,11,6,1,Q,7,,69155,68859,68960,,,
727,norris,mclaren,19,11,6,1,Q,8,,69365,69030,68980,,,
728,ricciardo,mclaren,19,11,6,1,Q,9,,69374,69093,69039,,,
729,alonso,alpine,19,11,6,1,Q,10,,69391,69137,69113,,,
730,ocon,alpine,19,11,6,1,Q,11,,69430,69189,,,,
731,vettel,aston_martin,19,11,6,1,Q,12,,69451,69399,,,,
732,tsunoda,alphatauri,19,11,6,1,Q,13,,69350,69483,,,,
733,raikkonen,alfa,19,11,6,1,Q,14,,69598,69503,,,,
734,giovinazzi,alfa,19,11,6,1,Q,15,,69342,70227,,,,
735,stroll,aston_martin,19,11,6,1,Q,16,,69663,,,,,
736,latifi,williams,19,11,6,1,Q,17,,69897,,,,,
737,russell,williams,19,11,6,1,Q,18,,69953,,,,,
738,mick_schumacher,haas,19,11,6,1,Q,19,,70329,,,,,
739,mazepin,haas,19,11,6,1,Q,20,,70589,,,,,
740,hamilton,mercedes,19,6,9,1,R,1,10,,,,0,25.0,71
741,albon,williams,39,11,10,1,Q,19,,116985,,,,,
742,max_verstappen,red_bull,19,6,9,1,R,2,2,,,,10496,18.0,71
743,bottas,mercedes,19,6,9,1,R,3,1,,,,13576,15.0,71
744,perez,red_bull,19,6,9,1,R,4,4,,,,39940,13.0,71
745,leclerc,ferrari,19,6,9,1,R,5,6,,,,49517,10.0,71
746,sainz,ferrari,19,6,9,1,R,6,3,,,,51820,8.0,71
747,gasly,alphatauri,19,7,9,2,R,7,7,,,,,6.0,70
748,ocon,alpine,19,7,9,2,R,8,8,,,,,4.0,70
749,alonso,alpine,19,7,9,2,R,9,12,,,,,2.0,70
750,norris,mclaren,19,7,9,2,R,10,5,,,,,1.0,70
751,vettel,aston_martin,19,7,9,2,R,11,9,,,,,0.0,70
752,raikkonen,alfa,19,7,9,2,R,12,0,,,,,0.0,70
753,russell,williams,19,7,9,2,R,13,17,,,,,0.0,70
754,giovinazzi,alfa,19,7,9,2,R,14,13,,,,,0.0,70
755,tsunoda,alphatauri,19,7,9,2,R,15,15,,,,,0.0,70
756,latifi,williams,19,7,9,2,R,16,16,,,,,0.0,70
757,mazepin,haas,19,7,9,2,R,17,19,,,,,0.0,69
758,mick_schumacher,haas,19,7,9,2,R,18,18,,,,,0.0,69
759,ricciardo,mclaren,19,13,9,2,R,19,11,,,,,0.0,49
760,stroll,aston_martin,19,4,9,2,R,20,14,,,,,0.0,47
761,hamilton,mercedes,20,11,10,1,Q,1,,81901,81682,80827,,,
762,max_verstappen,red_bull,20,11,10,1,Q,2,,81996,81984,81282,,,
763,bottas,mercedes,20,11,10,1,Q,3,,82016,81991,81478,,,
764,gasly,alphatauri,20,11,10,1,Q,4,,82535,81728,81640,,,
765,alonso,alpine,20,11,10,1,Q,5,,82422,81894,81670,,,
766,norris,mclaren,20,11,10,1,Q,6,,82839,82216,81731,,,
767,sainz,ferrari,20,11,10,1,Q,7,,82304,82241,81840,,,
768,tsunoda,alphatauri,20,11,10,1,Q,8,,82458,82058,81881,,,
769,ocon,alpine,20,11,10,1,Q,9,,82565,82012,82028,,,
770,vettel,aston_martin,20,11,10,1,Q,10,,82549,82146,82785,,,
771,perez,red_bull,20,11,10,1,Q,11,,82398,82346,,,,
772,stroll,aston_martin,20,11,10,1,Q,12,,82551,82460,,,,
773,leclerc,ferrari,20,11,10,1,Q,13,,82742,82463,,,,
774,ricciardo,mclaren,20,11,10,1,Q,14,,82688,82597,,,,
775,russell,williams,20,11,10,1,Q,15,,82863,82756,,,,
776,raikkonen,alfa,20,11,10,1,Q,16,,83156,,,,,
777,latifi,williams,20,11,10,1,Q,17,,83213,,,,,
778,giovinazzi,alfa,20,11,10,1,Q,18,,83262,,,,,
779,mick_schumacher,haas,20,11,10,1,Q,19,,83407,,,,,
780,mazepin,haas,20,11,10,1,Q,20,,85859,,,,,
781,hamilton,mercedes,20,6,20,1,R,1,1,,,,0,25.0,57
782,max_verstappen,red_bull,20,6,20,1,R,2,7,,,,25743,19.0,57
783,alonso,alpine,20,6,20,1,R,3,3,,,,59457,15.0,57
784,perez,red_bull,20,6,20,1,R,4,11,,,,62306,12.0,57
785,ocon,alpine,20,6,20,1,R,5,9,,,,80570,10.0,57
786,stroll,aston_martin,20,6,20,1,R,6,12,,,,81274,8.0,57
787,sainz,ferrari,20,6,20,1,R,7,5,,,,81911,6.0,57
788,leclerc,ferrari,20,6,20,1,R,8,13,,,,83126,4.0,57
789,norris,mclaren,20,7,20,2,R,9,4,,,,,2.0,56
790,vettel,aston_martin,20,7,20,2,R,10,10,,,,,1.0,56
791,gasly,alphatauri,20,7,20,2,R,11,2,,,,,0.0,56
792,ricciardo,mclaren,20,7,20,2,R,12,14,,,,,0.0,56
793,tsunoda,alphatauri,20,7,20,2,R,13,8,,,,,0.0,56
794,raikkonen,alfa,20,7,20,2,R,14,16,,,,,0.0,56
795,giovinazzi,alfa,20,7,20,2,R,15,18,,,,,0.0,56
796,mick_schumacher,haas,20,7,20,2,R,16,19,,,,,0.0,56
797,russell,williams,20,7,20,2,R,17,15,,,,,0.0,55
798,mazepin,haas,20,7,20,2,R,18,20,,,,,0.0,55
799,latifi,williams,20,13,20,2,R,19,17,,,,,0.0,50
800,bottas,mercedes,20,2,20,2,R,20,6,,,,,0.0,48
801,hamilton,mercedes,21,11,4,1,Q,1,,88466,87712,87511,,,
802,bottas,mercedes,21,11,4,1,Q,2,,88057,88054,87622,,,
803,max_verstappen,red_bull,21,11,4,1,Q,3,,88285,87953,87653,,,
804,leclerc,ferrari,21,11,4,1,Q,4,,88310,88459,88054,,,
805,perez,red_bull,21,11,4,1,Q,5,,88021,87946,88123,,,
806,gasly,alphatauri,21,11,4,1,Q,6,,88401,88314,88125,,,
807,norris,mclaren,21,11,4,1,Q,7,,88338,88344,88180,,,
808,tsunoda,alphatauri,21,11,4,1,Q,8,,88503,88222,88442,,,
809,ocon,alpine,21,11,4,1,Q,9,,88752,88574,88647,,,
810,giovinazzi,alfa,21,11,4,1,Q,10,,88899,88616,88754,,,
811,ricciardo,mclaren,21,11,4,1,Q,11,,88216,88668,,,,
812,raikkonen,alfa,21,11,4,1,Q,12,,88856,88885,,,,
813,alonso,alpine,21,11,4,1,Q,13,,88944,88920,,,,
814,russell,williams,21,11,4,1,Q,14,,88926,89054,,,,
815,sainz,ferrari,21,11,4,1,Q,15,,88237,113652,,,,
816,latifi,williams,21,11,4,1,Q,16,,89177,,,,,
817,vettel,aston_martin,21,11,4,1,Q,17,,89198,,,,,
818,stroll,aston_martin,21,11,4,1,Q,18,,89368,,,,,
819,mick_schumacher,haas,21,11,4,1,Q,19,,89464,,,,,
820,mazepin,haas,21,11,4,1,Q,20,,90473,,,,,
821,hamilton,mercedes,21,6,4,1,R,1,1,,,,0,26.0,50
822,max_verstappen,red_bull,21,6,4,1,R,2,3,,,,11825,18.0,50
823,bottas,mercedes,21,6,4,1,R,3,2,,,,27531,15.0,50
824,ocon,alpine,21,6,4,1,R,4,9,,,,27633,12.0,50
825,ricciardo,mclaren,21,6,4,1,R,5,11,,,,40121,10.0,50
826,gasly,alphatauri,21,6,4,1,R,6,6,,,,41613,8.0,50
827,leclerc,ferrari,21,6,4,1,R,7,4,,,,44475,6.0,50
828,sainz,ferrari,21,6,4,1,R,8,15,,,,46606,4.0,50
829,giovinazzi,alfa,21,6,4,1,R,9,10,,,,58505,2.0,50
830,norris,mclaren,21,6,4,1,R,10,7,,,,61358,1.0,50
831,stroll,aston_martin,21,6,4,1,R,11,18,,,,77212,0.0,50
832,latifi,williams,21,6,4,1,R,12,16,,,,83249,0.0,50
833,alonso,alpine,21,7,4,2,R,13,13,,,,,0.0,49
834,tsunoda,alphatauri,21,7,4,2,R,14,8,,,,,0.0,49
835,raikkonen,alfa,21,7,4,2,R,15,12,,,,,0.0,49
836,vettel,aston_martin,21,4,4,2,R,16,17,,,,,0.0,44
837,perez,red_bull,21,4,4,2,R,17,5,,,,,0.0,14
838,mazepin,haas,21,4,4,2,R,18,20,,,,,0.0,14
839,russell,williams,21,4,4,2,R,19,14,,,,,0.0,14
840,mick_schumacher,haas,21,2,4,2,R,20,19,,,,,0.0,8
841,max_verstappen,red_bull,22,11,10,1,Q,1,,83322,82800,82109,,,
842,hamilton,mercedes,22,11,10,1,Q,2,,82845,83145,82480,,,
843,norris,mclaren,22,11,10,1,Q,3,,83553,83256,82931,,,
844,perez,red_bull,22,11,10,1,Q,4,,83350,83135,82947,,,
845,sainz,ferrari,22,11,10,1,Q,5,,83624,83174,82992,,,
846,bottas,mercedes,22,11,10,1,Q,6,,83117,83246,83036,,,
847,leclerc,ferrari,22,11,10,1,Q,7,,83467,83202,83122,,,
848,tsunoda,alphatauri,22,11,10,1,Q,8,,83428,83404,83220,,,
849,ocon,alpine,22,11,10,1,Q,9,,83764,83420,83389,,,
850,ricciardo,mclaren,22,11,10,1,Q,10,,83829,83448,83409,,,
851,alonso,alpine,22,11,10,1,Q,11,,83846,83460,,,,
852,gasly,alphatauri,22,11,10,1,Q,12,,83489,84043,,,,
853,stroll,aston_martin,22,11,10,1,Q,13,,84061,84066,,,,
854,giovinazzi,alfa,22,11,10,1,Q,14,,84118,84251,,,,
855,vettel,aston_martin,22,11,10,1,Q,15,,84225,84305,,,,
856,latifi,williams,22,11,10,1,Q,16,,84338,,,,,
857,russell,williams,22,11,10,1,Q,17,,84423,,,,,
858,raikkonen,alfa,22,11,10,1,Q,18,,84779,,,,,
859,mick_schumacher,haas,22,11,10,1,Q,19,,84906,,,,,
860,mazepin,haas,22,11,10,1,Q,20,,85685,,,,,
861,max_verstappen,red_bull,22,6,10,1,R,1,1,,,,0,26.0,58
862,hamilton,mercedes,22,6,10,1,R,2,2,,,,2256,18.0,58
863,sainz,ferrari,22,6,10,1,R,3,5,,,,5173,15.0,58
864,tsunoda,alphatauri,22,6,10,1,R,4,8,,,,5692,12.0,58
865,gasly,alphatauri,22,6,10,1,R,5,12,,,,6531,10.0,58
866,bottas,mercedes,22,6,10,1,R,6,6,,,,7463,8.0,58
867,norris,mclaren,22,6,10,1,R,7,3,,,,59200,6.0,58
868,alonso,alpine,22,6,10,1,R,8,11,,,,61708,4.0,58
