source,table_name,row_identifier,target_column,check_id,issue_code,missing_class,missing_information_area,outlier_metric,outlier_consensus_score,cleaning_action,old_value,new_value,reason
missing_values,lap,lap_id=54653,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54656,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54659,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54662,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54665,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54668,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54671,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54674,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54677,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54680,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54683,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54686,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54688,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54691,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54694,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54695,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54701,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54724,missing_information_areas,,,,SECTOR_INFORMATION|SPEED_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION|SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54730,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54742,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54752,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54758,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54780,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54787,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54801,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54808,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54814,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54836,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54842,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54854,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54864,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54870,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54892,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54898,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54911,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54921,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54929,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54938,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54949,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54956,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54977,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=54983,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55005,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55010,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55033,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55039,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55061,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55071,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55089,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55118,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55146,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55152,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55174,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55179,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55205,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55208,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55211,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55218,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55221,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55224,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55230,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55233,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55237,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55244,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55247,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55250,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55253,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55256,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55259,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55262,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55265,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55268,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55271,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55274,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55277,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55280,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55283,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55287,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55290,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55293,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55296,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55299,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55302,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55305,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55308,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55311,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55314,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55317,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55320,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55323,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55326,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55328,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55331,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55334,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55337,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55340,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55343,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55346,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55349,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55352,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55355,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55358,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55364,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55367,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55370,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55373,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55376,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55379,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55382,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55385,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55388,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55391,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55393,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55396,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55402,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55405,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55408,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55411,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55414,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55417,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55420,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55423,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55428,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55431,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55434,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55437,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55440,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55443,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55449,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55451,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55453,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55456,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55459,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55460,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55472,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55494,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55516,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55526,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55547,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55572,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55585,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55609,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55628,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55645,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55649,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55684,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55701,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55718,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55740,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55754,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55762,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55779,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55818,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55827,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55850,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55874,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55882,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55891,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55930,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55938,missing_information_areas,,,,SPEED_INFORMATION,,,ADD_FLAG,NONE,SPEED_INFORMATION,Missing information areas aggregated from the focused missing value output.
missing_values,lap,lap_id=55986,missing_information_areas,,,,SECTOR_INFORMATION,,,ADD_FLAG,NONE,SECTOR_INFORMATION,Missing information areas aggregated from the focused missing value output.
