result_id,session_id,driver_id,team_id,position,classified_position,grid_position,q1_ms,q2_ms,q3_ms,time_ms,status,points,laps,missing_information_areas
1600,80,albon,williams,20.0,R,16.0,,,,,Hydraulics,0.0,0.0,RACE_CONTEXT_INFORMATION
1601,81,sainz,ferrari,1.0,,,95297.0,95590.0,94356.0,,,,,NONE
1602,81,leclerc,ferrari,2.0,,,95795.0,95246.0,94421.0,,,,,NONE
1603,81,max_verstappen,red_bull,3.0,,,95864.0,95294.0,94448.0,,,,,NONE
1604,81,perez,red_bull,4.0,,,96163.0,95864.0,94645.0,,,,,NONE
1605,81,hamilton,mercedes,5.0,,,96148.0,95732.0,94947.0,,,,,NONE
1606,81,russell,mercedes,6.0,,,96195.0,95692.0,94988.0,,,,,NONE
1607,81,stroll,aston_martin,7.0,,,96860.0,96032.0,95598.0,,,,,NONE
1608,81,norris,mclaren,8.0,,,96465.0,96341.0,95690.0,,,,,NONE
1609,81,alonso,alpine,9.0,,,96446.0,95988.0,95876.0,,,,,NONE
1610,81,bottas,alfa,10.0,,,96746.0,96321.0,96319.0,,,,,NONE
1611,81,albon,williams,11.0,,,96932.0,96368.0,,,,,,NONE
1612,81,vettel,aston_martin,12.0,,,96695.0,96398.0,,,,,,NONE
1613,81,gasly,alphatauri,13.0,,,96577.0,96740.0,,,,,,NONE
1614,81,zhou,alfa,14.0,,,96656.0,96970.0,,,,,,NONE
1615,81,tsunoda,alphatauri,15.0,,,96808.0,97147.0,,,,,,NONE
1616,81,kevin_magnussen,haas,16.0,,,96949.0,,,,,,,NONE
1617,81,ricciardo,mclaren,17.0,,,97046.0,,,,,,,NONE
1618,81,ocon,alpine,18.0,,,97068.0,,,,,,,NONE
1619,81,mick_schumacher,haas,19.0,,,97111.0,,,,,,,NONE
1620,81,latifi,williams,20.0,,,97244.0,,,,,,,NONE
1621,82,max_verstappen,red_bull,1.0,1,2.0,,,,6131687.0,Finished,25.0,56.0,NONE
1622,82,hamilton,mercedes,2.0,2,3.0,,,,5023.0,Finished,18.0,56.0,NONE
1623,82,leclerc,ferrari,3.0,3,12.0,,,,7501.0,Finished,15.0,56.0,NONE
1624,82,perez,red_bull,4.0,4,9.0,,,,8293.0,Finished,12.0,56.0,NONE
1625,82,russell,mercedes,5.0,5,4.0,,,,44815.0,Finished,11.0,56.0,NONE
1626,82,norris,mclaren,6.0,6,6.0,,,,53785.0,Finished,8.0,56.0,NONE
1627,82,alonso,alpine,7.0,7,14.0,,,,55078.0,Finished,6.0,56.0,NONE
1628,82,vettel,aston_martin,8.0,8,10.0,,,,65354.0,Finished,4.0,56.0,NONE
1629,82,kevin_magnussen,haas,9.0,9,13.0,,,,65834.0,Finished,2.0,56.0,NONE
1630,82,tsunoda,alphatauri,10.0,10,19.0,,,,70919.0,Finished,1.0,56.0,NONE
1631,82,ocon,alpine,11.0,11,0.0,,,,72875.0,Finished,0.0,56.0,NONE
1632,82,zhou,alfa,12.0,12,18.0,,,,76164.0,Finished,0.0,56.0,NONE
1633,82,albon,williams,13.0,13,8.0,,,,80057.0,Finished,0.0,56.0,NONE
1634,82,gasly,alphatauri,14.0,14,11.0,,,,81763.0,Finished,0.0,56.0,NONE
1635,82,mick_schumacher,haas,15.0,15,16.0,,,,84490.0,Finished,0.0,56.0,NONE
1636,82,ricciardo,mclaren,16.0,16,15.0,,,,90487.0,Finished,0.0,56.0,NONE
1637,82,latifi,williams,17.0,17,17.0,,,,103588.0,Finished,0.0,56.0,NONE
1638,82,stroll,aston_martin,18.0,R,5.0,,,,,Collision,0.0,21.0,RACE_CONTEXT_INFORMATION
1639,82,bottas,alfa,19.0,R,7.0,,,,,Spun off,0.0,16.0,RACE_CONTEXT_INFORMATION
1640,82,sainz,ferrari,20.0,R,1.0,,,,,Collision damage,0.0,1.0,RACE_CONTEXT_INFORMATION
1641,83,max_verstappen,red_bull,1.0,,,79222.0,78566.0,77775.0,,,,,NONE
1642,83,russell,mercedes,2.0,,,79583.0,78565.0,78079.0,,,,,NONE
1643,83,hamilton,mercedes,3.0,,,79169.0,78552.0,78084.0,,,,,NONE
1644,83,perez,red_bull,4.0,,,79706.0,78615.0,78128.0,,,,,NONE
1645,83,sainz,ferrari,5.0,,,79566.0,78560.0,78351.0,,,,,NONE
1646,83,bottas,alfa,6.0,,,79523.0,78762.0,78401.0,,,,,NONE
1647,83,leclerc,ferrari,7.0,,,79505.0,79109.0,78555.0,,,,,NONE
1648,83,norris,mclaren,8.0,,,79857.0,79119.0,78721.0,,,,,NONE
1649,83,alonso,alpine,9.0,,,80006.0,79272.0,78939.0,,,,,NONE
1650,83,ocon,alpine,10.0,,,79945.0,79081.0,79010.0,,,,,NONE
1651,83,ricciardo,mclaren,11.0,,,80279.0,79325.0,,,,,,NONE
1652,83,zhou,alfa,12.0,,,80283.0,79476.0,,,,,,NONE
1653,83,tsunoda,alphatauri,13.0,,,79907.0,79589.0,,,,,,NONE
1654,83,gasly,alphatauri,14.0,,,80256.0,79672.0,,,,,,NONE
1655,83,kevin_magnussen,haas,15.0,,,80293.0,79833.0,,,,,,NONE
1656,83,mick_schumacher,haas,16.0,,,80419.0,,,,,,,NONE
1657,83,vettel,aston_martin,17.0,,,80419.0,,,,,,,NONE
1658,83,stroll,aston_martin,18.0,,,80520.0,,,,,,,NONE
1659,83,albon,williams,19.0,,,80859.0,,,,,,,NONE
1660,83,latifi,williams,20.0,,,81167.0,,,,,,,NONE
1661,84,max_verstappen,red_bull,1.0,1,1.0,,,,5916729.0,Finished,25.0,71.0,NONE
1662,84,hamilton,mercedes,2.0,2,3.0,,,,15186.0,Finished,18.0,71.0,NONE
1663,84,perez,red_bull,3.0,3,4.0,,,,18097.0,Finished,15.0,71.0,NONE
1664,84,russell,mercedes,4.0,4,2.0,,,,49431.0,Finished,13.0,71.0,NONE
1665,84,sainz,ferrari,5.0,5,5.0,,,,58123.0,Finished,10.0,71.0,NONE
1666,84,leclerc,ferrari,6.0,6,7.0,,,,68774.0,Finished,8.0,71.0,NONE
1667,84,ricciardo,mclaren,7.0,7,11.0,,,,,+1 Lap,6.0,70.0,RACE_CONTEXT_INFORMATION
1668,84,ocon,alpine,8.0,8,10.0,,,,,+1 Lap,4.0,70.0,RACE_CONTEXT_INFORMATION
1669,84,norris,mclaren,9.0,9,8.0,,,,,+1 Lap,2.0,70.0,RACE_CONTEXT_INFORMATION
1670,84,bottas,alfa,10.0,10,6.0,,,,,+1 Lap,1.0,70.0,RACE_CONTEXT_INFORMATION
1671,84,gasly,alphatauri,11.0,11,14.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1672,84,albon,williams,12.0,12,17.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1673,84,zhou,alfa,13.0,13,12.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1674,84,vettel,aston_martin,14.0,14,16.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1675,84,stroll,aston_martin,15.0,15,20.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1676,84,mick_schumacher,haas,16.0,16,15.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1677,84,kevin_magnussen,haas,17.0,17,19.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1678,84,latifi,williams,18.0,18,18.0,,,,,+2 Laps,0.0,69.0,RACE_CONTEXT_INFORMATION
1679,84,alonso,alpine,19.0,19,9.0,,,,,Engine,0.0,63.0,RACE_CONTEXT_INFORMATION
1680,84,tsunoda,alphatauri,20.0,R,13.0,,,,,Collision damage,0.0,50.0,RACE_CONTEXT_INFORMATION
1681,85,kevin_magnussen,haas,1.0,,,73954.0,71410.0,71674.0,,,,,NONE
1682,85,max_verstappen,red_bull,2.0,,,73625.0,70881.0,71877.0,,,,,NONE
1683,85,russell,mercedes,3.0,,,74427.0,71318.0,72059.0,,,,,NONE
1684,85,norris,mclaren,4.0,,,73106.0,71377.0,72263.0,,,,,NONE
1685,85,sainz,ferrari,5.0,,,74680.0,70890.0,72357.0,,,,,NONE
1686,85,ocon,alpine,6.0,,,74663.0,71587.0,72425.0,,,,,NONE
1687,85,alonso,alpine,7.0,,,73542.0,71394.0,72504.0,,,,,NONE
1688,85,hamilton,mercedes,8.0,,,73403.0,71539.0,72611.0,,,,,NONE
1689,85,perez,red_bull,9.0,,,73613.0,71456.0,75601.0,,,,,NONE
1690,85,leclerc,ferrari,10.0,,,74486.0,70950.0,,,,,,QUALIFYING_INFORMATION
1691,85,albon,williams,11.0,,,74324.0,71631.0,,,,,,NONE
1692,85,gasly,alphatauri,12.0,,,74371.0,71675.0,,,,,,NONE
1693,85,vettel,aston_martin,13.0,,,73597.0,71678.0,,,,,,NONE
1694,85,ricciardo,mclaren,14.0,,,74931.0,72140.0,,,,,,NONE
1695,85,stroll,aston_martin,15.0,,,74398.0,72210.0,,,,,,NONE
1696,85,latifi,williams,16.0,,,75095.0,,,,,,,NONE
1697,85,zhou,alfa,17.0,,,75197.0,,,,,,,NONE
1698,85,bottas,alfa,18.0,,,75486.0,,,,,,,NONE
1699,85,tsunoda,alphatauri,19.0,,,76264.0,,,,,,,NONE
1700,85,mick_schumacher,haas,20.0,,,76361.0,,,,,,,NONE
1701,86,russell,mercedes,1.0,1,1.0,,,,5914044.0,Finished,26.0,71.0,NONE
1702,86,hamilton,mercedes,2.0,2,2.0,,,,1529.0,Finished,18.0,71.0,NONE
1703,86,sainz,ferrari,3.0,3,7.0,,,,4051.0,Finished,15.0,71.0,NONE
1704,86,leclerc,ferrari,4.0,4,5.0,,,,8441.0,Finished,12.0,71.0,NONE
1705,86,alonso,alpine,5.0,5,17.0,,,,9561.0,Finished,10.0,71.0,NONE
1706,86,max_verstappen,red_bull,6.0,6,3.0,,,,10056.0,Finished,8.0,71.0,NONE
1707,86,perez,red_bull,7.0,7,4.0,,,,14080.0,Finished,6.0,71.0,NONE
1708,86,ocon,alpine,8.0,8,16.0,,,,18690.0,Finished,4.0,71.0,NONE
1709,86,bottas,alfa,9.0,9,14.0,,,,22552.0,Finished,2.0,71.0,NONE
1710,86,stroll,aston_martin,10.0,10,15.0,,,,23552.0,Finished,1.0,71.0,NONE
1711,86,vettel,aston_martin,11.0,11,9.0,,,,26183.0,Finished,0.0,71.0,NONE
1712,86,zhou,alfa,12.0,12,13.0,,,,29325.0,Finished,0.0,71.0,NONE
1713,86,mick_schumacher,haas,13.0,13,12.0,,,,29899.0,Finished,0.0,71.0,NONE
1714,86,gasly,alphatauri,14.0,14,10.0,,,,31867.0,Finished,0.0,71.0,NONE
1715,86,albon,williams,15.0,15,19.0,,,,36016.0,Finished,0.0,71.0,NONE
1716,86,latifi,williams,16.0,16,18.0,,,,37038.0,Finished,0.0,71.0,NONE
1717,86,tsunoda,alphatauri,17.0,17,0.0,,,,,+1 Lap,0.0,70.0,RACE_CONTEXT_INFORMATION
1718,86,norris,mclaren,18.0,R,6.0,,,,,Gearbox,0.0,50.0,RACE_CONTEXT_INFORMATION
1719,86,kevin_magnussen,haas,19.0,R,8.0,,,,,Collision,0.0,0.0,RACE_CONTEXT_INFORMATION
1720,86,ricciardo,mclaren,20.0,R,11.0,,,,,Collision,0.0,0.0,RACE_CONTEXT_INFORMATION
1721,87,max_verstappen,red_bull,1.0,,,84754.0,84622.0,83824.0,,,,,NONE
1722,87,perez,red_bull,2.0,,,84820.0,84419.0,84052.0,,,,,NONE
1723,87,leclerc,ferrari,3.0,,,85211.0,84517.0,84092.0,,,,,NONE
1724,87,sainz,ferrari,4.0,,,85090.0,84521.0,84242.0,,,,,NONE
1725,87,hamilton,mercedes,5.0,,,85594.0,84774.0,84508.0,,,,,NONE
1726,87,russell,mercedes,6.0,,,85545.0,84940.0,84511.0,,,,,NONE
1727,87,norris,mclaren,7.0,,,85387.0,84903.0,84769.0,,,,,NONE
1728,87,ocon,alpine,8.0,,,85735.0,85007.0,84830.0,,,,,NONE
1729,87,vettel,aston_martin,9.0,,,85523.0,84974.0,84961.0,,,,,NONE
1730,87,ricciardo,mclaren,10.0,,,85766.0,85068.0,85045.0,,,,,NONE
1731,87,alonso,alpine,11.0,,,85782.0,85096.0,,,,,,NONE
1732,87,tsunoda,alphatauri,12.0,,,85630.0,85219.0,,,,,,NONE
1733,87,mick_schumacher,haas,13.0,,,85711.0,85225.0,,,,,,NONE
1734,87,stroll,aston_martin,14.0,,,85741.0,85359.0,,,,,,NONE
1735,87,zhou,alfa,15.0,,,85594.0,85408.0,,,,,,NONE
1736,87,kevin_magnussen,haas,16.0,,,85834.0,,,,,,,NONE
1737,87,gasly,alphatauri,17.0,,,85859.0,,,,,,,NONE
1738,87,bottas,alfa,18.0,,,85892.0,,,,,,,NONE
1739,87,albon,williams,19.0,,,86028.0,,,,,,,NONE
1740,87,latifi,williams,20.0,,,86054.0,,,,,,,NONE
1741,88,max_verstappen,red_bull,1.0,1,1.0,,,,5265914.0,Finished,25.0,58.0,NONE
1742,88,leclerc,ferrari,2.0,2,3.0,,,,8771.0,Finished,18.0,58.0,NONE
1743,88,perez,red_bull,3.0,3,2.0,,,,10093.0,Finished,15.0,58.0,NONE
1744,88,sainz,ferrari,4.0,4,4.0,,,,24892.0,Finished,12.0,58.0,NONE
1745,88,russell,mercedes,5.0,5,6.0,,,,35888.0,Finished,10.0,58.0,NONE
1746,88,norris,mclaren,6.0,6,7.0,,,,56234.0,Finished,9.0,58.0,NONE
1747,88,ocon,alpine,7.0,7,8.0,,,,57240.0,Finished,6.0,58.0,NONE
1748,88,stroll,aston_martin,8.0,8,14.0,,,,76931.0,Finished,4.0,58.0,NONE
1749,88,ricciardo,mclaren,9.0,9,13.0,,,,83268.0,Finished,2.0,58.0,NONE
1750,88,vettel,aston_martin,10.0,10,9.0,,,,83898.0,Finished,1.0,58.0,NONE
1751,88,tsunoda,alphatauri,11.0,11,11.0,,,,89371.0,Finished,0.0,58.0,NONE
1752,88,zhou,alfa,12.0,12,15.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1753,88,albon,williams,13.0,13,19.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1754,88,gasly,alphatauri,14.0,14,17.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1755,88,bottas,alfa,15.0,15,18.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1756,88,mick_schumacher,haas,16.0,16,12.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1757,88,kevin_magnussen,haas,17.0,17,16.0,,,,,+1 Lap,0.0,57.0,RACE_CONTEXT_INFORMATION
1758,88,hamilton,mercedes,18.0,18,5.0,,,,,Hydraulics,0.0,55.0,RACE_CONTEXT_INFORMATION
1759,88,latifi,williams,19.0,19,20.0,,,,,Collision damage,0.0,55.0,RACE_CONTEXT_INFORMATION
1760,88,alonso,alpine,20.0,R,10.0,,,,,Water leak,0.0,27.0,RACE_CONTEXT_INFORMATION
